,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.47,offshore Central California,462828290890,1480648929885,,https://earthquake.usgs.gov/earthquakes/eventpage/nc26846,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc26846&format=geojson,,,,,reviewed,0,94,nc,26846,",nc26846,ci49743,",",nc,ci,",",nearby-cities,origin,phase-data,",22,0.1459,0.3,189,md,earthquake,M 2.5 - offshore Central California,0,Point,"[-120.7788333, 34.9383333, 0.396]",0
0,2.45,"4km NW of Boron, CA",462827079250,1454454593900,,https://earthquake.usgs.gov/earthquakes/eventpage/ci49741,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci49741&format=geojson,,,,,reviewed,0,92,ci,49741,",ci49741,",",ci,",",origin,phase-data,",0,0.09356,0.278,0,mc,quarry blast,"M 2.5 Quarry Blast - 4km NW of Boron, CA",1,Point,"[-117.68, 35.03, -0.824]",1
0,2.43,"4km NW of Boron, CA",462827047700,1454469178140,,https://earthquake.usgs.gov/earthquakes/eventpage/ci49854,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci49854&format=geojson,,,,,reviewed,0,91,ci,49854,",ci49854,",",ci,",",origin,phase-data,",0,,0.196,0,mc,quarry blast,"M 2.4 Quarry Blast - 4km NW of Boron, CA",2,Point,"[-117.68, 35.03, -0.824]",2
0,2.22,"21km ESE of Anza, CA",462825952640,1454449863870,,https://earthquake.usgs.gov/earthquakes/eventpage/ci49740,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci49740&format=geojson,,,,,reviewed,0,76,ci,49740,",ci49740,",",ci,",",origin,phase-data,",0,,0.194,55.6,mc,earthquake,"M 2.2 - 21km ESE of Anza, CA",3,Point,"[-116.46, 33.485, 10.727]",3
0,2.34,"San Francisco Bay area, California",462825358580,1480648928016,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1119862,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1119862&format=geojson,,,,,reviewed,0,84,nc,1119862,",nc1119862,",",nc,",",nearby-cities,origin,phase-data,",4,0.1333,0,236,md,earthquake,"M 2.3 - San Francisco Bay area, California",4,Point,"[-122.6245, 38.0551667, 2.57]",4
0,2,Washington,462818237200,1469403158590,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10184048,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10184048&format=geojson,,,,,reviewed,0,62,uw,10184048,",uw10184048,",",uw,",",origin,phase-data,",7,0.08272,0.29,113,md,explosion,M 2.0 Explosion - Washington,5,Point,"[-119.2651667, 46.1851667, 1.521]",5
0,2.11,"16km E of Julian, CA",462790590710,1454454590120,,https://earthquake.usgs.gov/earthquakes/eventpage/ci49711,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci49711&format=geojson,,,,,reviewed,0,68,ci,49711,",ci49711,",",ci,",",origin,phase-data,",0,0.1121,0.132,112.5,mc,earthquake,"M 2.1 - 16km E of Julian, CA",6,Point,"[-116.433, 33.076, 11.473]",6
0,2.07,Northern California,462782161840,1480648910211,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1119847,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1119847&format=geojson,,,,,reviewed,0,66,nc,1119847,",nc1119847,",",nc,",",nearby-cities,origin,phase-data,",6,0.1892,0.02,223,md,earthquake,M 2.1 - Northern California,7,Point,"[-120.4208333, 39.9475, 7.786]",7
0,2.4,"Mount St. Helens area, Washington",462781203570,1469403157940,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10183928,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10183928&format=geojson,,,,,reviewed,0,89,uw,10183928,",uw10183928,",",uw,",",origin,phase-data,",7,0.00222,0.14,88,md,earthquake,"M 2.4 - Mount St. Helens area, Washington",8,Point,"[-122.1888333, 46.2073333, -1.542]",8
0,2.3,"Mount St. Helens area, Washington",462780122180,1469403157620,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10183908,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10183908&format=geojson,,,,,reviewed,0,81,uw,10183908,",uw10183908,",",uw,",",origin,phase-data,",10,0.006053,0.08,72,md,earthquake,"M 2.3 - Mount St. Helens area, Washington",9,Point,"[-122.1888333, 46.2035, -1.442]",9
