,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.1,Oregon,951865092540,1469231372980,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10497448,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10497448&format=geojson,,,,,reviewed,0,68,uw,10497448,",uw10497448,",",uw,",",origin,phase-data,",20,0.2989,0.43,164,md,earthquake,M 2.1 - Oregon,0,Point,"[-120.1421667, 45.2131667, -0.655]",0
0,2.85,"32km E of Coso Junction, CA",951863499530,1459606866820,,https://earthquake.usgs.gov/earthquakes/eventpage/ci9141110,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci9141110&format=geojson,,,,,reviewed,0,125,ci,9141110,",ci9141110,usp0009p4c,",",ci,us,",",nearby-cities,origin,phase-data,",23,0.09485,0.17,80,ml,earthquake,"M 2.9 - 32km E of Coso Junction, CA",1,Point,"[-117.6015, 36.0843333, -1.434]",1
0,2,"20km SSW of Ludlow, California",951862380520,1455605987160,,https://earthquake.usgs.gov/earthquakes/eventpage/ci9141109,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci9141109&format=geojson,,,,,reviewed,0,62,ci,9141109,",ci9141109,",",ci,",",nearby-cities,origin,phase-data,",0,0.1457,0.176,79,mh,earthquake,"M 2.0 - 20km SSW of Ludlow, California",2,Point,"[-116.254, 34.564, 7.548]",2
0,4.05,"32km E of Coso Junction, CA",951862085780,1459606868392,,https://earthquake.usgs.gov/earthquakes/eventpage/ci9141142,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci9141142&format=geojson,,,,,reviewed,0,252,ci,9141142,",ci9141142,",",ci,",",nearby-cities,origin,phase-data,",25,0.09452,0.17,84,ml,earthquake,"M 4.1 - 32km E of Coso Junction, CA",3,Point,"[-117.6008333, 36.085, -1.294]",3
0,2,"32km E of Coso Junction, California",951862077730,1455701605683,,https://earthquake.usgs.gov/earthquakes/eventpage/ci9141108,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci9141108&format=geojson,,,,,reviewed,0,62,ci,9141108,",ci9141108,usp0009p4b,",",ci,us,",",nearby-cities,origin,phase-data,",0,0.1309,0.171,162.4,mh,earthquake,"M 2.0 - 32km E of Coso Junction, California",4,Point,"[-117.599, 36.074, -1.051]",4
0,2.17,Central California,951857893090,1483168331450,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21084758,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21084758&format=geojson,,,,,reviewed,0,72,nc,21084758,",nc21084758,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",57,0.01892,0.04,60,md,earthquake,M 2.2 - Central California,5,Point,"[-121.2665, 36.6488333, 5.136]",5
0,2.11,"32km E of Coso Junction, CA",951852427740,1459595717211,,https://earthquake.usgs.gov/earthquakes/eventpage/ci9141090,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci9141090&format=geojson,,,,,reviewed,0,68,ci,9141090,",ci9141090,",",ci,",",nearby-cities,origin,phase-data,",16,0.09472,0.15,172,ml,earthquake,"M 2.1 - 32km E of Coso Junction, CA",6,Point,"[-117.6003333, 36.087, 0.286]",6
0,2.65,"32km E of Coso Junction, CA",951851282340,1459572157962,,https://earthquake.usgs.gov/earthquakes/eventpage/ci9141088,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci9141088&format=geojson,,,,,reviewed,0,108,ci,9141088,",ci9141088,usp0009p44,",",ci,us,",",nearby-cities,origin,phase-data,",21,0.09714,0.17,176,ml,earthquake,"M 2.7 - 32km E of Coso Junction, CA",7,Point,"[-117.6016667, 36.0913333, 0.166]",7
0,3.65,"31km E of Coso Junction, CA",951850526370,1459606865339,,https://earthquake.usgs.gov/earthquakes/eventpage/ci9141095,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci9141095&format=geojson,,,,,reviewed,0,205,ci,9141095,",ci9141095,usp0009p43,",",ci,us,",",nearby-cities,origin,phase-data,",26,0.09714,0.17,84,ml,earthquake,"M 3.7 - 31km E of Coso Junction, CA",8,Point,"[-117.6045, 36.0841667, -0.964]",8
0,2.5,Oregon,951849397190,1469231371440,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10497243,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10497243&format=geojson,,,,,reviewed,0,96,uw,10497243,",uw10497243,",",uw,",",origin,phase-data,",19,0.3142,0.26,171,md,earthquake,M 2.5 - Oregon,9,Point,"[-120.1183333, 45.1895, -0.808]",9
0,2,Oregon,951849111280,1469231370530,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10497223,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10497223&format=geojson,,,,,reviewed,0,62,uw,10497223,",uw10497223,",",uw,",",origin,phase-data,",10,0.3002,0.2,165,md,earthquake,M 2.0 - Oregon,10,Point,"[-120.14, 45.2106667, -0.936]",10
0,2.1,"8km SW of Niland, California",951839471040,1455622895525,,https://earthquake.usgs.gov/earthquakes/eventpage/ci9141065,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci9141065&format=geojson,,,,,reviewed,0,68,ci,9141065,",ci9141065,",",ci,",",nearby-cities,origin,phase-data,",12,0.02642,0.16,76,mc,earthquake,"M 2.1 - 8km SW of Niland, California",11,Point,"[-115.5876667, 33.1896667, 2.923]",11
0,2.28,"San Francisco Bay area, California",951822609730,1483168292210,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21084704,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21084704&format=geojson,,,,,reviewed,0,80,nc,21084704,",nc21084704,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",69,0.01982,0.04,24,md,earthquake,"M 2.3 - San Francisco Bay area, California",12,Point,"[-122.2383333, 37.8681667, 10.049]",12
0,2.16,"San Francisco Bay area, California",951821280590,1483168282010,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21084702,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21084702&format=geojson,,,,,reviewed,0,72,nc,21084702,",nc21084702,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",54,0.08378,0.05,67,md,earthquake,"M 2.2 - San Francisco Bay area, California",13,Point,"[-121.9448333, 37.797, 15.725]",13
0,2.1,Oregon,951817157340,1469231367760,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10497163,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10497163&format=geojson,,,,,reviewed,0,68,uw,10497163,",uw10497163,",",uw,",",origin,phase-data,",12,0.3032,0.3,171,md,earthquake,M 2.1 - Oregon,14,Point,"[-120.134, 45.1736667, -0.938]",14
0,2.76,"31km E of Coso Junction, CA",951798202180,1459572154904,,https://earthquake.usgs.gov/earthquakes/eventpage/ci9141019,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci9141019&format=geojson,,,,,reviewed,0,117,ci,9141019,",ci9141019,usp0009p39,",",ci,us,",",nearby-cities,origin,phase-data,",21,0.1336,0.17,138,ml,earthquake,"M 2.8 - 31km E of Coso Junction, CA",15,Point,"[-117.6063333, 36.0785, -0.019]",15
