,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.6,"British Columbia, Canada",352251145020,1469397925260,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10114793,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10114793&format=geojson,,,,,reviewed,0,104,uw,10114793,",uw10114793,",",uw,",",origin,phase-data,",18,1.021,0.4,263,md,earthquake,"M 2.6 - British Columbia, Canada",0,Point,"[-123.8055, 49.1668333, 58.782]",0
0,2.07,"3km ESE of Rowland Heights, CA",352245485130,1459557289954,,https://earthquake.usgs.gov/earthquakes/eventpage/ci531309,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci531309&format=geojson,,,,,reviewed,0,66,ci,531309,",ci531309,",",ci,",",nearby-cities,origin,phase-data,",30,,0.32,73,mc,earthquake,"M 2.1 - 3km ESE of Rowland Heights, CA",1,Point,"[-117.881, 33.9638333, 8.178]",1
0,2.58,"4km NNE of Westmorland, CA",352237914730,1459581573220,,https://earthquake.usgs.gov/earthquakes/eventpage/ci531333,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci531333&format=geojson,,,,,reviewed,0,102,ci,531333,",ci531333,",",ci,",",nearby-cities,origin,phase-data,",35,,0.33,69,ml,earthquake,"M 2.6 - 4km NNE of Westmorland, CA",2,Point,"[-115.5966667, 33.072, 10.038]",2
0,2.5,Washington,352221675160,1469397920790,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10114598,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10114598&format=geojson,,,,,reviewed,0,96,uw,10114598,",uw10114598,",",uw,",",origin,phase-data,",29,0.08482,0.15,39,md,earthquake,M 2.5 - Washington,3,Point,"[-122.2356667, 46.3473333, 5.932]",3
0,3.43,"Long Valley area, California",352194394310,1481575554340,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1060841,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1060841&format=geojson,,,,,reviewed,0,181,nc,1060841,",nc1060841,ci531327,usp0001cf7,",",nc,ci,us,",",focal-mechanism,nearby-cities,origin,phase-data,",9,0.03063,0.04,100,md,earthquake,"M 3.4 - Long Valley area, California",4,Point,"[-118.8615, 37.5998333, 4.585]",4
0,3.22,offshore Northern California,352186565110,1481575525194,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1060836,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1060836&format=geojson,,,,,reviewed,0,160,nc,1060836,",nc1060836,",",nc,",",nearby-cities,origin,phase-data,",4,0.4874,0.27,310,md,earthquake,M 3.2 - offshore Northern California,5,Point,"[-124.5866667, 40.7343333, 50.384]",5
0,2.41,"18km NNW of Desert Center, CA",352162547030,1454456560880,,https://earthquake.usgs.gov/earthquakes/eventpage/ci531322,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci531322&format=geojson,,,,,reviewed,0,89,ci,531322,",ci531322,",",ci,",",origin,phase-data,",18,,0.16,50,mc,quarry blast,"M 2.4 Quarry Blast - 18km NNW of Desert Center, CA",6,Point,"[-115.461, 33.8676667, -0.4]",6
0,2.7,Washington,352161932630,1469397913230,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10114273,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10114273&format=geojson,,,,,reviewed,0,112,uw,10114273,",uw10114273,",",uw,",",origin,phase-data,",24,0.09229,0.18,61,md,earthquake,M 2.7 - Washington,7,Point,"[-119.5591667, 46.9455, 0.353]",7
0,2.33,Utah,352137474280,1535424079450,,https://earthquake.usgs.gov/earthquakes/eventpage/uu50000485,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu50000485&format=geojson,,,,,reviewed,0,84,uu,50000485,",uu50000485,",",uu,",",origin,phase-data,",8,0.169,0.24,214,md,earthquake,M 2.3 - Utah,8,Point,"[-113.2665, 37.6131667, 7.4]",8
0,3.05,Central California,352135784930,1481575430308,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1060816,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1060816&format=geojson,,,,,reviewed,0,143,nc,1060816,",ci531388,nc1060816,",",ci,nc,",",nearby-cities,origin,phase-data,",9,0.02973,0.06,182,md,earthquake,M 3.1 - Central California,9,Point,"[-118.8283333, 37.5611667, 2.436]",9
