,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.13,"19km W of Alberto Oviedo Mota, B.C., MX",1293837718960,1457619058161,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10865269,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10865269&format=geojson,,,,,reviewed,0,70,ci,10865269,",ci10865269,",",ci,",",nearby-cities,origin,phase-data,",10,0.2183,0.15,244,ml,earthquake,"M 2.1 - 19km W of Alberto Oviedo Mota, B.C., MX",0,Point,"[-115.3745, 32.2086667, 3.524]",0
0,2.37,"21km WSW of Delta, B.C., MX",1293828024010,1457570953928,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10865213,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10865213&format=geojson,,,,,reviewed,0,86,ci,10865213,",ci10865213,",",ci,",",nearby-cities,origin,phase-data,",11,0.1684,0.19,237,ml,earthquake,"M 2.4 - 21km WSW of Delta, B.C., MX",1,Point,"[-115.3876667, 32.2658333, 5.924]",1
0,2.18,"20km WSW of Delta, B.C., MX",1293823221370,1457570951960,,https://earthquake.usgs.gov/earthquakes/eventpage/ci36909759,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci36909759&format=geojson,,,,,reviewed,0,73,ci,36909759,",ci36909759,",",ci,",",nearby-cities,origin,phase-data,",7,0.1536,0.06,235,ml,earthquake,"M 2.2 - 20km WSW of Delta, B.C., MX",2,Point,"[-115.3841667, 32.2808333, 4.919]",2
0,2.39,Central California,1293823220700,1485174164970,,https://earthquake.usgs.gov/earthquakes/eventpage/nc71503615,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc71503615&format=geojson,,,,,reviewed,0,88,nc,71503615,",nc71503615,ci10865189,",",nc,ci,",",focal-mechanism,nearby-cities,origin,phase-data,",81,0.07207,0.19,95,md,earthquake,M 2.4 - Central California,3,Point,"[-120.184, 36.1003333, 6.953]",3
0,2.09,"19km WSW of Delta, B.C., MX",1293821409040,1457608549668,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10865157,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10865157&format=geojson,,,,,reviewed,0,67,ci,10865157,",ci10865157,",",ci,",",nearby-cities,origin,phase-data,",7,0.1276,0.23,274,ml,earthquake,"M 2.1 - 19km WSW of Delta, B.C., MX",4,Point,"[-115.3876667, 32.3125, 6.159]",4
0,2.29,"16km WSW of Delta, B.C., MX",1293821124010,1457636287376,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10865149,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10865149&format=geojson,,,,,reviewed,0,81,ci,10865149,",ci10865149,",",ci,",",nearby-cities,origin,phase-data,",8,0.1175,0.34,279,ml,earthquake,"M 2.3 - 16km WSW of Delta, B.C., MX",5,Point,"[-115.3543333, 32.3093333, 6.057]",5
0,2.88,"108km ESE of Maneadero, B.C., MX",1293821043460,1457630339776,,https://earthquake.usgs.gov/earthquakes/eventpage/ci36909799,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci36909799&format=geojson,,,,,reviewed,0,128,ci,36909799,",ci36909799,",",ci,",",nearby-cities,origin,phase-data,",5,0.1991,0.25,174,ml,earthquake,"M 2.9 - 108km ESE of Maneadero, B.C., MX",6,Point,"[-115.5901667, 31.2138333, 7.165]",6
0,3.86,"104km ESE of Maneadero, B.C., MX",1293820475570,1457986127721,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10865109,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10865109&format=geojson,,,,,reviewed,0,229,ci,10865109,",ci10865109,",",ci,",",nearby-cities,origin,phase-data,",5,0.2258,0.27,182,ml,earthquake,"M 3.9 - 104km ESE of Maneadero, B.C., MX",7,Point,"[-115.6306667, 31.2218333, 1.375]",7
0,2.13,"19km WSW of Delta, B.C., MX",1293820406130,1457649014936,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10865117,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10865117&format=geojson,,,,,reviewed,0,70,ci,10865117,",ci10865117,",",ci,",",nearby-cities,origin,phase-data,",8,0.1483,0.27,241,ml,earthquake,"M 2.1 - 19km WSW of Delta, B.C., MX",8,Point,"[-115.3788333, 32.2846667, 6.986]",8
0,2.1,"22km W of Alberto Oviedo Mota, B.C., MX",1293819389110,1457587149334,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10865101,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10865101&format=geojson,,,,,reviewed,0,68,ci,10865101,",ci10865101,",",ci,",",nearby-cities,origin,phase-data,",8,0.2025,0.2,290,ml,earthquake,"M 2.1 - 22km W of Alberto Oviedo Mota, B.C., MX",9,Point,"[-115.4026667, 32.2341667, 5.855]",9
