,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.9,"Mount St. Helens area, Washington",486431756900,1469388692790,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10212018,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10212018&format=geojson,,,,,reviewed,0,129,uw,10212018,",uw10212018,",",uw,",",origin,phase-data,",20,0.01223,0.14,76,md,earthquake,"M 2.9 - Mount St. Helens area, Washington",0,Point,"[-122.1881667, 46.1973333, -0.559]",0
0,2.9,"Mount St. Helens area, Washington",486430330260,1469388691190,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10211938,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10211938&format=geojson,,,,,reviewed,0,129,uw,10211938,",uw10211938,",",uw,",",origin,phase-data,",23,0.01146,0.15,74,md,earthquake,"M 2.9 - Mount St. Helens area, Washington",1,Point,"[-122.1871667, 46.1981667, -0.409]",1
0,2.06,"7km N of Big Bear City, CA",486428321780,1454536697270,,https://earthquake.usgs.gov/earthquakes/eventpage/ci67461,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci67461&format=geojson,,,,,reviewed,0,65,ci,67461,",ci67461,",",ci,",",origin,phase-data,",0,,0.133,78.8,mc,earthquake,"M 2.1 - 7km N of Big Bear City, CA",2,Point,"[-116.856, 34.325, 3.624]",2
0,2.03,"45km NE of Holtville, CA",486427476220,1454531950060,,https://earthquake.usgs.gov/earthquakes/eventpage/ci67458,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci67458&format=geojson,,,,,reviewed,0,63,ci,67458,",ci67458,",",ci,",",origin,phase-data,",0,,0.241,0,mc,quarry blast,"M 2.0 Quarry Blast - 45km NE of Holtville, CA",3,Point,"[-115, 33.06, -0.176]",3
0,2.1,Washington,486426821340,1469388690410,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10211853,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10211853&format=geojson,,,,,reviewed,0,68,uw,10211853,",uw10211853,",",uw,",",origin,phase-data,",14,0.6162,0.38,171,md,explosion,M 2.1 Explosion - Washington,4,Point,"[-118.9188333, 47.9111667, 4.999]",4
0,2.38,Northern California,486426243260,1480738410527,,https://earthquake.usgs.gov/earthquakes/eventpage/nc49287,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc49287&format=geojson,,,,,reviewed,0,87,nc,49287,",nc49287,",",nc,",",nearby-cities,origin,phase-data,",5,0.05225,0.01,156,md,quarry blast,M 2.4 Quarry Blast - Northern California,5,Point,"[-122.3856667, 38.825, -0.893]",5
0,2.21,"48km SSW of Progreso, B.C., MX",486426229640,1454560185050,,https://earthquake.usgs.gov/earthquakes/eventpage/ci67457,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci67457&format=geojson,,,,,reviewed,0,75,ci,67457,",ci67457,",",ci,",",origin,phase-data,",0,,0.294,292.5,mc,earthquake,"M 2.2 - 48km SSW of Progreso, B.C., MX",6,Point,"[-115.729, 32.163, 5.649]",6
0,2.35,"69km E of Ensenada, B.C., MX",486425880820,1454548538280,,https://earthquake.usgs.gov/earthquakes/eventpage/ci67455,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci67455&format=geojson,,,,,reviewed,0,85,ci,67455,",ci67455,",",ci,",",origin,phase-data,",0,,0.252,243,mc,earthquake,"M 2.4 - 69km E of Ensenada, B.C., MX",7,Point,"[-115.897, 31.969, 5.883]",7
0,2.8,"Mount St. Helens area, Washington",486425419700,1469388690000,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10211828,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10211828&format=geojson,,,,,reviewed,0,121,uw,10211828,",uw10211828,",",uw,",",origin,phase-data,",22,0.0119,0.15,75,md,earthquake,"M 2.8 - Mount St. Helens area, Washington",8,Point,"[-122.1883333, 46.1976667, -0.559]",8
0,2.8,"Mount St. Helens area, Washington",486424465100,1469388689630,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10211798,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10211798&format=geojson,,,,,reviewed,0,121,uw,10211798,",uw10211798,",",uw,",",origin,phase-data,",21,0.01157,0.16,75,md,earthquake,"M 2.8 - Mount St. Helens area, Washington",9,Point,"[-122.188, 46.198, -0.649]",9
