,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.16,"4km S of Manhattan, Montana",1464738753010,1464788517450,-360,https://earthquake.usgs.gov/earthquakes/eventpage/mb80150529,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80150529&format=geojson,,,,,reviewed,0,72,mb,80150529,",mb80150529,",",mb,",",cap,general-link,geoserve,nearby-cities,origin,phase-data,",21,0.308,0.11,77,ml,earthquake,"M 2.2 - 4km S of Manhattan, Montana",0,Point,"[-111.327, 45.8201667, 5.79]",0
0,2.39,"20km SSW of Enterprise, Utah",1464736097750,1464816102860,-360,https://earthquake.usgs.gov/earthquakes/eventpage/uu60149667,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60149667&format=geojson,,,,,reviewed,0,88,uu,60149667,",uu60149667,",",uu,",",cap,general-link,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",17,0.07805,0.14,69,ml,earthquake,"M 2.4 - 20km SSW of Enterprise, Utah",1,Point,"[-113.8026667, 37.3966667, 4.04]",1
0,3.17,"6km WNW of The Geysers, California",1464735811840,1486731356950,-420,https://earthquake.usgs.gov/earthquakes/eventpage/nc72643806,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72643806&format=geojson,4,2.7,,,reviewed,0,156,nc,72643806,",nc72643806,us20005zh6,",",nc,us,",",cap,dyfi,focal-mechanism,geoserve,impact-text,nearby-cities,origin,phase-data,scitech-link,",86,0.008108,0.07,32,ml,earthquake,"M 3.2 - 6km WNW of The Geysers, California",2,Point,"[-122.819, 38.8068333, 1.83]",2
0,2.4,Nevada,1464725929180,1470868230040,,https://earthquake.usgs.gov/earthquakes/eventpage/us200061tj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us200061tj&format=geojson,,,,,reviewed,0,89,us,200061tj,",us200061tj,",",us,",",origin,phase-data,",,0.8,0.83,46,ml,mining explosion,M 2.4 Mining Explosion - Nevada,3,Point,"[-117.231, 41.2321, 0]",3
0,2.04,"28km N of Orofino, Idaho",1464722907150,1464732568500,-420,https://earthquake.usgs.gov/earthquakes/eventpage/mb80150414,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80150414&format=geojson,,,,,reviewed,0,64,mb,80150414,",mb80150414,",",mb,",",general-link,geoserve,nearby-cities,origin,phase-data,",12,0.858,0.36,118,ml,quarry blast,"M 2.0 Quarry Blast - 28km N of Orofino, Idaho",4,Point,"[-116.2468333, 46.7393333, -2]",4
0,2.06,"14km E of Malad City, Idaho",1464693086900,1464793045240,-360,https://earthquake.usgs.gov/earthquakes/eventpage/uu60149617,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60149617&format=geojson,,,,,reviewed,0,65,uu,60149617,",uu60149617,",",uu,",",general-link,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",19,0.1482,0.19,76,ml,earthquake,"M 2.1 - 14km E of Malad City, Idaho",5,Point,"[-112.0751667, 42.1703333, -1.96]",5
0,2.94,"25km W of Sunnyside-Tahoe City, California",1464690802970,1498556312536,-420,https://earthquake.usgs.gov/earthquakes/eventpage/nc72643651,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72643651&format=geojson,2,2.2,,,reviewed,0,133,nc,72643651,",nc72643651,nn00546075,",",nc,nn,",",dyfi,focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",25,0.1946,0.1,88,md,earthquake,"M 2.9 - 25km W of Sunnyside-Tahoe City, California",6,Point,"[-120.4615, 39.1818333, -0.87]",6
0,2.07,"24km WNW of Ferndale, California",1464681123600,1486731215557,-420,https://earthquake.usgs.gov/earthquakes/eventpage/nc72643611,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72643611&format=geojson,,,,,reviewed,0,66,nc,72643611,",nc72643611,",",nc,",",cap,geoserve,nearby-cities,origin,phase-data,scitech-link,",18,0.164,0.06,274,md,earthquake,"M 2.1 - 24km WNW of Ferndale, California",7,Point,"[-124.5458333, 40.6193333, 21.43]",7
0,2.28,"14km SSW of Olancha, CA",1464649590740,1464736990300,-420,https://earthquake.usgs.gov/earthquakes/eventpage/ci37578912,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37578912&format=geojson,,,,,reviewed,0,80,ci,37578912,",ci37578912,nc72643461,",",ci,nc,",",cap,focal-mechanism,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",39,0.2014,0.2,63,ml,earthquake,"M 2.3 - 14km SSW of Olancha, CA",8,Point,"[-118.0646667, 36.1618333, 1.74]",8
0,2.26,"2km E of Nuevo, CA",1464641449570,1464736314340,-420,https://earthquake.usgs.gov/earthquakes/eventpage/ci37578816,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37578816&format=geojson,3,3.1,,,reviewed,0,80,ci,37578816,",ci37578816,",",ci,",",cap,dyfi,focal-mechanism,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",85,0.06881,0.15,32,ml,earthquake,"M 2.3 - 2km E of Nuevo, CA",9,Point,"[-117.1293333, 33.8008333, 5.27]",9
