,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.02,"11km SW of Pine Valley, CA",1022876777780,1459621643019,,https://earthquake.usgs.gov/earthquakes/eventpage/ci13563464,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci13563464&format=geojson,,,,,reviewed,0,63,ci,13563464,",ci13563464,",",ci,",",nearby-cities,origin,phase-data,",23,0.09036,0.2,102.9,ml,earthquake,"M 2.0 - 11km SW of Pine Valley, CA",0,Point,"[-116.6228333, 32.7605, 7.863]",0
0,3.3,Washington,1022876418060,1469235890880,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10563328,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10563328&format=geojson,,,,,reviewed,0,168,uw,10563328,",uw10563328,",",uw,",",origin,phase-data,",11,0.05199,0.11,115,md,explosion,M 3.3 Explosion - Washington,1,Point,"[-122.753, 46.7088333, 0.633]",1
0,2.1,Nevada,1022851352443,1524606900564,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00049162,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00049162&format=geojson,,,,,reviewed,0,68,nn,00049162,",nn00049162,",",nn,",",origin,phase-data,",15,0.218,0.0895,196.97,ml,earthquake,M 2.1 - Nevada,2,Point,"[-119.6763, 40.1304, 12.2]",2
0,2.03,"6km E of Ocotillo, CA",1022819257150,1459540455373,,https://earthquake.usgs.gov/earthquakes/eventpage/ci13543428,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci13543428&format=geojson,,,,,reviewed,0,63,ci,13543428,",ci13543428,",",ci,",",nearby-cities,origin,phase-data,",23,0.08669,0.25,66.1,ml,earthquake,"M 2.0 - 6km E of Ocotillo, CA",3,Point,"[-115.9323333, 32.7338333, 4.549]",3
0,2.16,Northern California,1022815791560,1483384838149,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21228021,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21228021&format=geojson,,,,,reviewed,0,72,nc,21228021,",nc21228021,",",nc,",",nearby-cities,origin,phase-data,",6,0.1207,0.04,161,md,earthquake,M 2.2 - Northern California,4,Point,"[-123.7625, 40.538, 27.279]",4
0,2.48,"35km NE of Ensenada, B.C., MX",1022799984020,1459552155526,,https://earthquake.usgs.gov/earthquakes/eventpage/ci13531484,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci13531484&format=geojson,,,,,reviewed,0,95,ci,13531484,",ci13531484,",",ci,",",nearby-cities,origin,phase-data,",13,0.6205,0.21,282.4,ml,earthquake,"M 2.5 - 35km NE of Ensenada, B.C., MX",5,Point,"[-116.3136667, 32.0525, 6.52]",5
0,3,Washington,1022795815870,1469235888150,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10562833,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10562833&format=geojson,,,,,reviewed,0,138,uw,10562833,",uw10562833,",",uw,",",origin,phase-data,",11,0.05267,0.17,143,md,explosion,M 3.0 Explosion - Washington,6,Point,"[-122.7536667, 46.7093333, 0.07]",6
0,2.17,Northern California,1022782087810,1483384768059,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21227967,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21227967&format=geojson,,,,,reviewed,0,72,nc,21227967,",nc21227967,",",nc,",",nearby-cities,origin,phase-data,",25,0.03333,0.05,42,md,earthquake,M 2.2 - Northern California,7,Point,"[-122.7373333, 38.8025, 1.934]",7
0,2.4,Central California,1022781501010,1483384759880,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21227965,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21227965&format=geojson,,,,,reviewed,0,89,nc,21227965,",nc21227965,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",71,0.01441,0.04,85,md,earthquake,M 2.4 - Central California,8,Point,"[-121.3135, 36.8701667, 5.201]",8
0,2.06,"3km W of Yucaipa, CA",1022780057550,1459621809996,,https://earthquake.usgs.gov/earthquakes/eventpage/ci13527468,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci13527468&format=geojson,,,,,reviewed,0,65,ci,13527468,",ci13527468,",",ci,",",nearby-cities,origin,phase-data,",29,0.07929,0.15,56.7,ml,earthquake,"M 2.1 - 3km W of Yucaipa, CA",9,Point,"[-117.0786667, 34.0286667, 10.735]",9
0,2.32,"13km NNE of Cabazon, CA",1022773826180,1459621392287,,https://earthquake.usgs.gov/earthquakes/eventpage/ci13527436,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci13527436&format=geojson,,,,,reviewed,0,83,ci,13527436,",ci13527436,",",ci,",",nearby-cities,origin,phase-data,",53,,0.19,34.3,ml,earthquake,"M 2.3 - 13km NNE of Cabazon, CA",10,Point,"[-116.7531667, 34.0288333, 15.174]",10
0,2.17,Central California,1022765264450,1483384741230,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21227946,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21227946&format=geojson,,,,,reviewed,0,72,nc,21227946,",nc21227946,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",34,0.05225,0.06,54,md,earthquake,M 2.2 - Central California,11,Point,"[-121.1313333, 36.5533333, 1.416]",11
0,2.9,Northern California,1022764149230,1483384733400,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21227945,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21227945&format=geojson,,,,,reviewed,0,129,nc,21227945,",nc21227945,usp000b582,",",nc,us,",",focal-mechanism,nearby-cities,origin,phase-data,",80,0.06757,0.09,50,md,earthquake,M 2.9 - Northern California,12,Point,"[-121.6741667, 36.9508333, 6.485]",12
0,2.35,Central California,1022759992280,1483384717800,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21227933,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21227933&format=geojson,,,,,reviewed,0,85,nc,21227933,",nc21227933,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",71,0.01441,0.05,85,md,earthquake,M 2.4 - Central California,13,Point,"[-121.3111667, 36.8705, 5.331]",13
0,2.4,Nevada,1022734041141,1524606896676,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00049111,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00049111&format=geojson,,,,,reviewed,0,89,nn,00049111,",nn00049111,",",nn,",",origin,phase-data,",19,0.094,0.1164,84.07,ml,earthquake,M 2.4 - Nevada,14,Point,"[-118.4726, 38.5431, 9.4]",14
0,2.01,Utah,1022725729840,1535485512030,,https://earthquake.usgs.gov/earthquakes/eventpage/uu50256810,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu50256810&format=geojson,,,,,reviewed,0,62,uu,50256810,",uu50256810,",",uu,",",origin,phase-data,",12,0.2509,0.12,207,ml,earthquake,M 2.0 - Utah,15,Point,"[-110.5285, 39.6953333, 8.83]",15
0,2.15,"33km WSW of Lompoc, California",1022725568690,1455626422630,,https://earthquake.usgs.gov/earthquakes/eventpage/ci13507500,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci13507500&format=geojson,,,,,reviewed,0,71,ci,13507500,",ci13507500,",",ci,",",nearby-cities,origin,phase-data,",6,,0.28,286.9,ml,earthquake,"M 2.2 - 33km WSW of Lompoc, California",16,Point,"[-120.7688333, 34.4853333, 4.951]",16
0,2.17,Central California,1022718502800,1483384641460,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21227877,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21227877&format=geojson,,,,,reviewed,0,72,nc,21227877,",nc21227877,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",42,0.04685,0.06,58,md,earthquake,M 2.2 - Central California,17,Point,"[-120.8763333, 36.3013333, 5.231]",17
0,2.47,Northern California,1022710563110,1483384624112,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21227855,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21227855&format=geojson,,,,,reviewed,0,94,nc,21227855,",nc21227855,",",nc,",",nearby-cities,origin,phase-data,",29,0.01171,0.04,39,md,earthquake,M 2.5 - Northern California,18,Point,"[-122.7958333, 38.7961667, 0.721]",18
0,3.4,Washington,1022708161700,1469235882900,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10562258,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10562258&format=geojson,,,,,reviewed,0,178,uw,10562258,",uw10562258,",",uw,",",origin,phase-data,",5,0.05741,0.08,196,md,explosion,M 3.4 Explosion - Washington,19,Point,"[-122.7425, 46.7206667, 0.171]",19
0,3.15,Northern California,1022700609420,1483384606770,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21227841,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21227841&format=geojson,,,,,reviewed,0,153,nc,21227841,",nc21227841,usp000b56w,",",nc,us,",",focal-mechanism,nearby-cities,origin,phase-data,",16,0.03694,0.16,102,ml,earthquake,M 3.2 - Northern California,20,Point,"[-124.1303333, 40.1985, 13.115]",20
0,2.38,Central California,1022695109480,1483384573160,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21227823,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21227823&format=geojson,,,,,reviewed,0,87,nc,21227823,",nc21227823,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",56,0.03243,0.07,29,md,earthquake,M 2.4 - Central California,21,Point,"[-121.2068333, 36.6046667, 2.133]",21
0,2.38,Northern California,1022692157240,1483384565360,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21227813,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21227813&format=geojson,,,,,reviewed,0,87,nc,21227813,",nc21227813,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",82,0.00991,0.12,29,md,earthquake,M 2.4 - Northern California,22,Point,"[-121.595, 36.9605, 5.761]",22
0,2.4,"31km WSW of Lompoc, California",1022687289130,1455592590219,,https://earthquake.usgs.gov/earthquakes/eventpage/ci13503464,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci13503464&format=geojson,,,,,reviewed,0,89,ci,13503464,",ci13503464,",",ci,",",nearby-cities,origin,phase-data,",7,,0.36,282,ml,earthquake,"M 2.4 - 31km WSW of Lompoc, California",23,Point,"[-120.755, 34.5053333, 5.097]",23
0,2.97,Northern California,1022679237260,1483384526990,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21227784,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21227784&format=geojson,,,,,reviewed,0,136,nc,21227784,",nc21227784,usp000b569,",",nc,us,",",focal-mechanism,nearby-cities,origin,phase-data,",43,0.01532,0.04,42,md,earthquake,M 3.0 - Northern California,24,Point,"[-122.775, 38.8063333, 1.673]",24
0,2.1,Northern California,1022676756070,1483384513090,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21227780,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21227780&format=geojson,,,,,reviewed,0,68,nc,21227780,",nc21227780,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",59,0.03243,0.07,50,md,earthquake,M 2.1 - Northern California,25,Point,"[-121.4628333, 36.9976667, 4.578]",25
