,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,3.58,"6km ESE of Thermal, CA",63046737310,1454029818990,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3321636,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3321636&format=geojson,,,,,reviewed,0,197,ci,3321636,",ci3321636,",",ci,",",origin,phase-data,",9,,0.61,137,ml,earthquake,"M 3.6 - 6km ESE of Thermal, CA",0,Point,"[-116.0835, 33.6248333, 6]",0
0,3.74,"4km WNW of Guadalupe Victoria, B.C., MX",62959583210,1454031023770,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3321635,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3321635&format=geojson,,,,,reviewed,0,215,ci,3321635,",ci3321635,",",ci,",",origin,phase-data,",4,,0.76,198,ml,earthquake,"M 3.7 - 4km WNW of Guadalupe Victoria, B.C., MX",1,Point,"[-115.1431667, 32.3016667, 6]",1
0,3.17,"39km WSW of Olancha, CA",62616723340,1454031023250,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3321632,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3321632&format=geojson,,,,,reviewed,0,155,ci,3321632,",ci3321632,",",ci,",",origin,phase-data,",6,,0.78,221,ml,earthquake,"M 3.2 - 39km WSW of Olancha, CA",2,Point,"[-118.4186667, 36.1831667, 6]",2
0,3.83,"63km SW of Avila Beach, CA",62578760070,1454031316380,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3321631,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3321631&format=geojson,,,,,reviewed,0,226,ci,3321631,",ci3321631,",",ci,",",origin,phase-data,",15,,0.58,248,ml,earthquake,"M 3.8 - 63km SW of Avila Beach, CA",3,Point,"[-121.2825, 34.8438333, 6]",3
0,2.7,"2km W of Granada Hills, CA",62578532730,1454031891320,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3321630,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3321630&format=geojson,,,,,reviewed,0,112,ci,3321630,",ci3321630,",",ci,",",origin,phase-data,",8,,0.61,170,ml,earthquake,"M 2.7 - 2km W of Granada Hills, CA",4,Point,"[-118.5275, 34.275, 5.25]",4
0,3.26,"24km SSE of Ocotillo Wells, CA",62461251330,1454031595140,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3321628,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3321628&format=geojson,,,,,reviewed,0,164,ci,3321628,",ci3321628,",",ci,",",origin,phase-data,",5,,0.34,160,ml,earthquake,"M 3.3 - 24km SSE of Ocotillo Wells, CA",5,Point,"[-115.99, 32.9633333, 6]",5
0,3.28,"6km S of Lytle Creek, CA",62455605450,1454031315840,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3321626,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3321626&format=geojson,,,,,reviewed,0,166,ci,3321626,",ci3321626,",",ci,",",origin,phase-data,",12,,0.32,110,ml,earthquake,"M 3.3 - 6km S of Lytle Creek, CA",6,Point,"[-117.4981667, 34.2026667, 0.38]",6
0,3.52,"9km E of Santa Clarita, CA",62422485700,1454030727570,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3321625,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3321625&format=geojson,,,,,reviewed,0,191,ci,3321625,",ci3321625,",",ci,",",origin,phase-data,",13,,0.62,130,ml,earthquake,"M 3.5 - 9km E of Santa Clarita, CA",7,Point,"[-118.41, 34.4116667, 4.68]",7
0,2.88,"3km E of Lake Arrowhead, CA",62387985950,1454031594620,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3321624,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3321624&format=geojson,,,,,reviewed,0,128,ci,3321624,",ci3321624,",",ci,",",origin,phase-data,",12,,0.61,97,ml,earthquake,"M 2.9 - 3km E of Lake Arrowhead, CA",8,Point,"[-117.1545, 34.2523333, 0.04]",8
0,3.19,"30km SSW of Santa Barbara Is., CA",62366272660,1454031315320,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3321623,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3321623&format=geojson,,,,,reviewed,0,157,ci,3321623,",ci3321623,",",ci,",",origin,phase-data,",8,,0.69,231,ml,earthquake,"M 3.2 - 30km SSW of Santa Barbara Is., CA",9,Point,"[-119.1756667, 33.2148333, 6]",9
