,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.44,"7km NE of Westmorland, CA",1601566089630,1601566740700,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646552,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646552&format=geojson,,,,,automatic,0,92,ci,39646552,",ci39646552,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",33,0.03895,0.25,49,ml,earthquake,"M 2.4 - 7km NE of Westmorland, CA",0,Point,"[-115.5615, 33.0733333, 2.62]",0
0,3.02,"7km NE of Westmorland, CA",1601565701480,1601566362880,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646520,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646520&format=geojson,,,,,automatic,0,140,ci,39646520,",ci39646520,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",81,0.03908,0.27,39,ml,earthquake,"M 3.0 - 7km NE of Westmorland, CA",1,Point,"[-115.5719986, 33.0796661, 3.29]",1
0,2.12,"5km NE of Westmorland, CA",1601565162120,1601565391553,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646480,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646480&format=geojson,,,,,automatic,0,69,ci,39646480,",ci39646480,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18,0.02982,0.2,53,ml,earthquake,"M 2.1 - 5km NE of Westmorland, CA",2,Point,"[-115.5781667, 33.068, 2.65]",2
0,2.05,"7km NE of Westmorland, CA",1601565023760,1601565273104,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646472,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646472&format=geojson,,,,,automatic,0,65,ci,39646472,",ci39646472,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11,0.04278,0.18,70,ml,earthquake,"M 2.1 - 7km NE of Westmorland, CA",3,Point,"[-115.571, 33.0801667, 1.11]",3
0,3.05,"6km NE of Westmorland, CA",1601564448340,1601564594047,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646432,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646432&format=geojson,,,,,automatic,0,143,ci,39646432,",ci39646432,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",55,0.03188,0.3,47,ml,earthquake,"M 3.1 - 6km NE of Westmorland, CA",4,Point,"[-115.572998, 33.0693321, 13.97]",4
0,2.44,"4km NE of Westmorland, CA",1601563758140,1601563986724,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646384,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646384&format=geojson,,,,,automatic,0,92,ci,39646384,",ci39646384,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14,0.03215,0.31,69,ml,earthquake,"M 2.4 - 4km NE of Westmorland, CA",5,Point,"[-115.5951667, 33.0685, 5.9]",5
0,3.62,"5km NE of Westmorland, CA",1601563602100,1601565963706,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646376,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646376&format=geojson,2,3.6,4.81,,reviewed,0,202,ci,39646376,",ci39646376,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",88,0.02899,0.31,45,mw,earthquake,"M 3.6 - 5km NE of Westmorland, CA",6,Point,"[-115.5821686, 33.0673332, 9.74]",6
0,2.25,"8km NNE of Westmorland, CA",1601562574040,1601563209080,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646344,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646344&format=geojson,,,,,automatic,0,78,ci,39646344,",ci39646344,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",37,0.06878,0.25,58,ml,earthquake,"M 2.3 - 8km NNE of Westmorland, CA",7,Point,"[-115.6043333, 33.1091667, 5.43]",7
0,2.12,"8km NNE of Westmorland, CA",1601561921090,1601562599300,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646328,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646328&format=geojson,,,,,automatic,0,69,ci,39646328,",ci39646328,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",28,0.06782,0.24,57,ml,earthquake,"M 2.1 - 8km NNE of Westmorland, CA",8,Point,"[-115.6033333, 33.1038333, 4.45]",8
0,2.09,"5km NE of Westmorland, CA",1601561784210,1601562004649,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646320,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646320&format=geojson,,,,,automatic,0,67,ci,39646320,",ci39646320,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22,0.02829,0.26,54,ml,earthquake,"M 2.1 - 5km NE of Westmorland, CA",9,Point,"[-115.5758333, 33.0661667, 2.53]",9
0,2.12,"8km NNE of Westmorland, CA",1601560410810,1601561083520,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646256,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646256&format=geojson,,,,,automatic,0,69,ci,39646256,",ci39646256,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",31,0.0705,0.23,54,ml,earthquake,"M 2.1 - 8km NNE of Westmorland, CA",10,Point,"[-115.6023333, 33.1068333, 5.66]",10
0,2.51,"5km NE of Westmorland, CA",1601559440040,1601561067072,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646232,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646232&format=geojson,1,2.2,,,automatic,0,97,ci,39646232,",ci39646232,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",15,0.02764,0.23,92,ml,earthquake,"M 2.5 - 5km NE of Westmorland, CA",11,Point,"[-115.574, 33.0651667, 6.29]",11
0,3.15,"5km NE of Westmorland, CA",1601559339510,1601560087791,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646224,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646224&format=geojson,1,2,,,automatic,0,153,ci,39646224,",ci39646224,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",82,0.03218,0.31,50,ml,earthquake,"M 3.2 - 5km NE of Westmorland, CA",12,Point,"[-115.5835037, 33.0704994, 10.3]",12
0,2.01,"11km NE of Julian, CA",1601558895080,1601559568360,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646184,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646184&format=geojson,,,,,automatic,0,62,ci,39646184,",ci39646184,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",63,0.09714,0.23,32,ml,earthquake,"M 2.0 - 11km NE of Julian, CA",13,Point,"[-116.5108333, 33.1455, 7.91]",13
0,3.2,"5km NE of Westmorland, CA",1601558593990,1601559349023,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646168,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646168&format=geojson,,,,,reviewed,0,158,ci,39646168,",ci39646168,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",67,0.02639,0.26,48,ml,earthquake,"M 3.2 - 5km NE of Westmorland, CA",14,Point,"[-115.5755005, 33.064167, 10.12]",14
0,2.1,"5km ENE of Westmorland, CA",1601558273190,1601558509517,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646136&format=geojson,,,,,automatic,0,68,ci,39646136,",ci39646136,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29,0.02402,0.23,47,ml,earthquake,"M 2.1 - 5km ENE of Westmorland, CA",15,Point,"[-115.5751667, 33.0616667, 3.04]",15
0,3.49,"38 km NW of Stanley, Idaho",1601557125310,1601562016630,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80466464,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80466464&format=geojson,,,,,reviewed,0,187,mb,80466464,",mb80466464,",",mb,",",origin,phase-data,",25,0.413,0.22,82,ml,earthquake,"M 3.5 - 38 km NW of Stanley, Idaho",16,Point,"[-115.2236667, 44.4965, 10.16]",16
0,2.72,"5km NE of Westmorland, CA",1601556881050,1601557539490,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646056,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646056&format=geojson,,,,,automatic,0,114,ci,39646056,",ci39646056,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",32,0.02352,0.26,47,ml,earthquake,"M 2.7 - 5km NE of Westmorland, CA",17,Point,"[-115.5785, 33.0616667, 2.88]",17
0,2.99,"6km NE of Westmorland, CA",1601556446380,1601556685970,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646040,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646040&format=geojson,,,,,automatic,0,138,ci,39646040,",ci39646040,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17,0.03099,0.28,77,ml,earthquake,"M 3.0 - 6km NE of Westmorland, CA",18,Point,"[-115.57, 33.0676667, 1.07]",18
0,3.36,"5km NE of Westmorland, CA",1601556398230,1601559366933,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646032,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646032&format=geojson,4,2.7,,,reviewed,0,175,ci,39646032,",ci39646032,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",76,0.03189,0.3,50,ml,earthquake,"M 3.4 - 5km NE of Westmorland, CA",19,Point,"[-115.5843353, 33.0701675, 9.9]",19
0,2.56,"4km NE of Westmorland, CA",1601555854000,1601556509240,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39646016,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39646016&format=geojson,,,,,automatic,0,101,ci,39646016,",ci39646016,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",36,0.03164,0.24,46,ml,earthquake,"M 2.6 - 4km NE of Westmorland, CA",20,Point,"[-115.5926667, 33.0686667, 9.89]",20
0,2.29,"4km ENE of Westmorland, CA",1601554476010,1601555141000,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39645960,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39645960&format=geojson,,,,,automatic,0,81,ci,39645960,",ci39645960,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",30,0.009736,0.22,56,ml,earthquake,"M 2.3 - 4km ENE of Westmorland, CA",21,Point,"[-115.5781667, 33.0475, 6.02]",21
0,2.52,"5km NE of Westmorland, CA",1601553526560,1601554171730,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39645904,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39645904&format=geojson,,,,,automatic,0,98,ci,39645904,",ci39645904,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",39,0.03082,0.24,47,ml,earthquake,"M 2.5 - 5km NE of Westmorland, CA",22,Point,"[-115.5818333, 33.0691667, 8.6]",22
0,2.83,"5km NE of Westmorland, CA",1601553313070,1601557642879,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39645888,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39645888&format=geojson,2,2.7,,,automatic,0,124,ci,39645888,",ci39645888,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",31,0.02658,0.26,48,ml,earthquake,"M 2.8 - 5km NE of Westmorland, CA",23,Point,"[-115.5753333, 33.0643333, 3.2]",23
0,2.19,"4km ENE of Westmorland, CA",1601553269730,1601553923890,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39645872,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39645872&format=geojson,,,,,automatic,0,74,ci,39645872,",ci39645872,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",22,0.01138,0.21,55,ml,earthquake,"M 2.2 - 4km ENE of Westmorland, CA",24,Point,"[-115.5851667, 33.0493333, 5.84]",24
0,2.43,"4km NNE of Westmorland, CA",1601552235270,1601552891030,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39645824,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39645824&format=geojson,,,,,automatic,0,91,ci,39645824,",ci39645824,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",36,0.03943,0.27,44,ml,earthquake,"M 2.4 - 4km NNE of Westmorland, CA",25,Point,"[-115.6043333, 33.073, 8.33]",25
0,2.38,"5km ENE of Westmorland, CA",1601551427740,1601552101680,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39645776,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39645776&format=geojson,,,,,automatic,0,87,ci,39645776,",ci39645776,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",29,0.02136,0.23,48,ml,earthquake,"M 2.4 - 5km ENE of Westmorland, CA",26,Point,"[-115.5741667, 33.0586667, 3.1]",26
0,2.66,"4km NE of Westmorland, CA",1601550838220,1601551071055,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39645752,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39645752&format=geojson,,,,,automatic,0,109,ci,39645752,",ci39645752,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26,0.03053,0.26,45,ml,earthquake,"M 2.7 - 4km NE of Westmorland, CA",27,Point,"[-115.5985, 33.0655, 3.38]",27
0,2.98,"4km NE of Westmorland, CA",1601550800530,1601550933680,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39645744,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39645744&format=geojson,,,,,automatic,0,137,ci,39645744,",ci39645744,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",70,0.02882,0.23,43,ml,earthquake,"M 3.0 - 4km NE of Westmorland, CA",28,Point,"[-115.5891647, 33.0665016, 8.31]",28
0,2.2,"4km NE of Westmorland, CA",1601550757360,1601551433220,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39645736,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39645736&format=geojson,,,,,automatic,0,74,ci,39645736,",ci39645736,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",35,0.02479,0.23,46,ml,earthquake,"M 2.2 - 4km NE of Westmorland, CA",29,Point,"[-115.5918333, 33.0616667, 3.14]",29
0,2.11,"3km ENE of Westmorland, CA",1601549634330,1601550273360,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39645664,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39645664&format=geojson,,,,,automatic,0,68,ci,39645664,",ci39645664,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",32,0.0129,0.23,47,ml,earthquake,"M 2.1 - 3km ENE of Westmorland, CA",30,Point,"[-115.5901667, 33.0491667, 5.09]",30
0,2.34,"22 km WNW of Stanley, Idaho",1601549144900,1601562302280,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80466449,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80466449&format=geojson,,,,,reviewed,0,84,mb,80466449,",mb80466449,",",mb,",",origin,phase-data,",10,0.261,0.23,68,ml,earthquake,"M 2.3 - 22 km WNW of Stanley, Idaho",31,Point,"[-115.1935, 44.3066667, 10.5]",31
