,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.19,"19km WSW of Olancha, CA",694222104100,1454629611690,,https://earthquake.usgs.gov/earthquakes/eventpage/ci2038415,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci2038415&format=geojson,,,,,reviewed,0,74,ci,2038415,",ci2038415,",",ci,",",origin,phase-data,",0,,0.191,121.1,mc,earthquake,"M 2.2 - 19km WSW of Olancha, CA",0,Point,"[-118.192, 36.2, 3.741]",0
0,2.7,Washington,694221171500,1469313677840,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10289958,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10289958&format=geojson,,,,,reviewed,0,112,uw,10289958,",uw10289958,",",uw,",",origin,phase-data,",23,0.3429,0.1,78,md,explosion,M 2.7 Explosion - Washington,1,Point,"[-122.7876667, 46.729, 5.375]",1
0,2.24,"12km ESE of Delano, CA",694218944520,1454628245080,,https://earthquake.usgs.gov/earthquakes/eventpage/ci2038413,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci2038413&format=geojson,,,,,reviewed,0,77,ci,2038413,",ci2038413,",",ci,",",origin,phase-data,",0,,0.341,129.3,mc,earthquake,"M 2.2 - 12km ESE of Delano, CA",2,Point,"[-119.118, 35.744, 4.789]",2
0,2.57,Northern California,694200651850,1482103975840,,https://earthquake.usgs.gov/earthquakes/eventpage/nc242170,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc242170&format=geojson,,,,,reviewed,0,102,nc,242170,",nc242170,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",24,0.4081,0.13,231,md,earthquake,M 2.6 - Northern California,3,Point,"[-120.5026667, 39.2586667, 17.036]",3
0,2.47,"63km NNE of Dixon Lane-Meadow Creek, CA",694178427770,1454626852240,,https://earthquake.usgs.gov/earthquakes/eventpage/ci2038384,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci2038384&format=geojson,,,,,reviewed,0,94,ci,2038384,",ci2038384,",",ci,",",origin,phase-data,",0,,0.286,239.2,mc,earthquake,"M 2.5 - 63km NNE of Dixon Lane-Meadow Creek, CA",4,Point,"[-118.098, 37.896, 3.903]",4
0,2.33,Northern California,694176108070,1482103917685,,https://earthquake.usgs.gov/earthquakes/eventpage/nc242153,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc242153&format=geojson,,,,,reviewed,0,84,nc,242153,",nc242153,",",nc,",",nearby-cities,origin,phase-data,",22,0.1586,0.37,138,md,earthquake,M 2.3 - Northern California,5,Point,"[-121.7781667, 38.3121667, 17.558]",5
0,2.18,"17km N of Twentynine Palms, CA",694174961160,1454626851830,,https://earthquake.usgs.gov/earthquakes/eventpage/ci2038381,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci2038381&format=geojson,,,,,reviewed,0,73,ci,2038381,",ci2038381,",",ci,",",origin,phase-data,",0,,0.186,128.4,mc,earthquake,"M 2.2 - 17km N of Twentynine Palms, CA",6,Point,"[-116.067, 34.288, 1.147]",6
0,2.26,"17km N of Twentynine Palms, CA",694168982430,1454624835480,,https://earthquake.usgs.gov/earthquakes/eventpage/ci2038377,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci2038377&format=geojson,,,,,reviewed,0,79,ci,2038377,",ci2038377,",",ci,",",origin,phase-data,",0,,0.129,128.4,mc,earthquake,"M 2.3 - 17km N of Twentynine Palms, CA",7,Point,"[-116.067, 34.288, 0.447]",7
0,2.39,"1km SSE of Beatty, NV",694136341090,1454629610960,,https://earthquake.usgs.gov/earthquakes/eventpage/ci754220,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci754220&format=geojson,,,,,reviewed,0,88,ci,754220,",ci754220,",",ci,",",origin,phase-data,",0,,0.269,266.8,mc,quarry blast,"M 2.4 Quarry Blast - 1km SSE of Beatty, NV",8,Point,"[-116.75, 36.9, -1.513]",8
0,2.9,Washington,694134903140,1469313675150,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10289873,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10289873&format=geojson,,,,,reviewed,0,129,uw,10289873,",usp0005168,uw10289873,",",us,uw,",",origin,phase-data,",10,0.3394,0.14,69,md,explosion,M 2.9 Explosion - Washington,9,Point,"[-122.7848333, 46.7358333, 7.863]",9
