,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,4.8,off the coast of Oregon,1235859880460,1415324308427,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gugg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000gugg&format=geojson,,,,,reviewed,0,354,us,p000gugg,",usp000gugg,",",us,",",impact-text,origin,phase-data,",61,,1.26,191.5,mb,earthquake,M 4.8 - off the coast of Oregon,0,Point,"[-126.967, 43.327, 10]",0
0,2,Nevada,1235854588303,1528920601826,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00277166,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00277166&format=geojson,,,,,reviewed,0,62,nn,00277166,",nn00277166,",",nn,",",origin,phase-data,",6,0.101,0.094,206.75,mb,earthquake,M 2.0 - Nevada,1,Point,"[-118.194, 38.1253, 4.3]",1
0,2.47,Central California,1235852504480,1484871066730,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40232466,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40232466&format=geojson,,,,,reviewed,0,94,nc,40232466,",nc40232466,ci10379169,",",nc,ci,",",focal-mechanism,nearby-cities,origin,phase-data,",72,0.02162,0.1,68,md,earthquake,M 2.5 - Central California,2,Point,"[-120.6138333, 36.0523333, 5.308]",2
0,2.2,"Seattle-Tacoma urban area, Washington",1235839558200,1472755313253,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10763403,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10763403&format=geojson,4,2.9,,,reviewed,0,76,uw,10763403,",uw10763403,usp000gug0,uw02281645,",",uw,us,uw,",",associate,dyfi,impact-text,origin,phase-data,",22,0.06144,0.62,87,md,earthquake,"M 2.2 - Seattle-Tacoma urban area, Washington",3,Point,"[-122.1616667, 47.6083333, 17.08]",3
0,2.01,Northern California,1235839487850,1484870990519,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40232452,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40232452&format=geojson,,,,,reviewed,0,62,nc,40232452,",nc40232452,",",nc,",",nearby-cities,origin,phase-data,",12,0.07387,0.05,88,md,earthquake,M 2.0 - Northern California,4,Point,"[-122.4398333, 40.6203333, 21.513]",4
0,2.25,Northern California,1235838614330,1484870980952,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40232451,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40232451&format=geojson,,,,,reviewed,0,78,nc,40232451,",nc40232451,",",nc,",",nearby-cities,origin,phase-data,",13,0.08468,0.06,75,md,earthquake,M 2.3 - Northern California,5,Point,"[-122.4161667, 40.6356667, 19.843]",5
0,4.2,off the coast of Oregon,1235823456460,1468449799420,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gufv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000gufv&format=geojson,,,,,reviewed,0,271,us,p000gufv,",usp000gufv,uw10763133,",",us,uw,",",impact-text,origin,phase-data,",62,,1.13,186,mb,earthquake,M 4.2 - off the coast of Oregon,6,Point,"[-126.793, 43.242, 10]",6
0,2.15,"San Francisco Bay area, California",1235809049440,1484870882690,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40232440,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40232440&format=geojson,4,2,,,reviewed,0,72,nc,40232440,",nc40232440,usp000gufk,",",nc,us,",",dyfi,focal-mechanism,impact-text,nearby-cities,origin,phase-data,",84,0.03514,0.06,32,md,earthquake,"M 2.2 - San Francisco Bay area, California",7,Point,"[-121.7261667, 37.3633333, 7.11]",7
0,2.13,Northern California,1235775222910,1484870650860,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40232407,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40232407&format=geojson,,,,,reviewed,0,70,nc,40232407,",nc40232407,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",56,0.001802,0.07,32,md,earthquake,M 2.1 - Northern California,8,Point,"[-122.8121667, 38.8246667, 2.307]",8
0,2.31,Northern California,1235773678260,1484870639690,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40232406,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40232406&format=geojson,,,,,reviewed,0,82,nc,40232406,",nc40232406,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",16,0.1144,0.13,113,md,earthquake,M 2.3 - Northern California,9,Point,"[-123.848, 40.161, 22.187]",9
0,2.56,"2km E of Anaheim, CA",1235763761600,1531404407647,,https://earthquake.usgs.gov/earthquakes/eventpage/ci13341759,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci13341759&format=geojson,99,3.1,,,reviewed,0,132,ci,13341759,",ci10379001,usp000guf2,ci13341759,",",ci,us,ci,",",associate,dyfi,impact-text,nearby-cities,origin,phase-data,",64,0.05111,0.27,27,ml,earthquake,"M 2.6 - 2km E of Anaheim, CA",10,Point,"[-117.8693333, 33.8348333, 4.978]",10
0,2.9,Nevada,1235747401404,1528920599186,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00277021,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00277021&format=geojson,60,4.1,,,reviewed,0,154,nn,00277021,",nn00277021,usp000guen,ci10378969,",",nn,us,ci,",",dyfi,impact-text,nearby-cities,origin,phase-data,",8,0.169,0.0906,181.43,ml,earthquake,M 2.9 - Nevada,11,Point,"[-115.0728, 36.3522, 8.4]",11
0,2.32,"32km ENE of Coso Junction, CA",1235725109770,1457508411188,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10378897,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10378897&format=geojson,,,,,reviewed,0,83,ci,10378897,",ci10378897,",",ci,",",nearby-cities,origin,phase-data,",24,0.189,0.27,69,ml,earthquake,"M 2.3 - 32km ENE of Coso Junction, CA",12,Point,"[-117.6491667, 36.1958333, 4.388]",12
0,2.89,Northern California,1235720227490,1484870385080,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40232368,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40232368&format=geojson,,,,,reviewed,0,128,nc,40232368,",nc40232368,usp000guec,",",nc,us,",",focal-mechanism,impact-text,nearby-cities,origin,phase-data,",58,0.1117,0.18,75,md,earthquake,M 2.9 - Northern California,13,Point,"[-122.2975, 38.5456667, 7.809]",13
0,2.97,off the coast of Northern California,1235689610750,1484870295138,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40232356,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40232356&format=geojson,,,,,reviewed,0,136,nc,40232356,",nc40232356,",",nc,",",nearby-cities,origin,phase-data,",17,1.553,0.28,325,md,earthquake,M 3.0 - off the coast of Northern California,14,Point,"[-126.376, 40.4756667, 9.622]",14
0,2.57,"24km NNW of Tehachapi, CA",1235688611140,1457529606877,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10378869,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10378869&format=geojson,,,,,reviewed,0,102,ci,10378869,",usp000gudy,ci10378869,",",us,ci,",",impact-text,nearby-cities,origin,phase-data,",55,0.1275,0.31,44,ml,earthquake,"M 2.6 - 24km NNW of Tehachapi, CA",15,Point,"[-118.5701667, 35.3278333, 3.151]",15
0,3.24,Central California,1235664535600,1484870199640,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40232336,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40232336&format=geojson,21,2.2,,,reviewed,0,166,nc,40232336,",nc40232336,usp000gudv,ci10378825,",",nc,us,ci,",",dyfi,focal-mechanism,impact-text,nearby-cities,origin,phase-data,",82,0.02252,0.09,55,ml,earthquake,M 3.2 - Central California,16,Point,"[-121.5996667, 36.8626667, 6.577]",16
0,2.24,Northern California,1235652654180,1497895586898,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40232325,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40232325&format=geojson,,,,,reviewed,0,77,nc,40232325,",nc40232325,nn00277059,",",nc,nn,",",focal-mechanism,nearby-cities,origin,phase-data,",27,0.08739,0.11,78,md,earthquake,M 2.2 - Northern California,17,Point,"[-120.7743333, 39.8261667, -1.561]",17
0,4.24,Oregon,1235641967540,1588756939197,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10762533,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10762533&format=geojson,177,4.1,,,reviewed,0,349,uw,10762533,",usp000gudn,uw10762533,uw02260952,",",us,uw,uw,",",associate,dyfi,impact-text,moment-tensor,origin,phase-data,",34,0.3808,0.32,99,md,earthquake,M 4.2 - Oregon,18,Point,"[-123.896, 42.5413333, 36.796]",18
0,2.5,Central California,1235632982090,1484870083080,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40232315,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40232315&format=geojson,,,,,reviewed,0,96,nc,40232315,",nc40232315,ci10378785,",",nc,ci,",",focal-mechanism,nearby-cities,origin,phase-data,",84,0.02252,0.16,31,md,earthquake,M 2.5 - Central California,19,Point,"[-120.875, 36.0056667, 11.269]",19
0,2.03,"8km SSE of Idyllwild, CA",1235624151390,1457482743782,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10378773,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10378773&format=geojson,,,,,reviewed,0,63,ci,10378773,",ci10378773,",",ci,",",nearby-cities,origin,phase-data,",48,0.01758,0.22,38,ml,earthquake,"M 2.0 - 8km SSE of Idyllwild, CA",20,Point,"[-116.6948333, 33.67, 15.666]",20
0,2.23,"14km SSE of Big Bear Lake, CA",1235606613280,1457460192534,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10378733,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10378733&format=geojson,17,3.1,,,reviewed,0,82,ci,10378733,",ci10378733,",",ci,",",dyfi,nearby-cities,origin,phase-data,",70,0.1034,0.17,37,ml,earthquake,"M 2.2 - 14km SSE of Big Bear Lake, CA",21,Point,"[-116.8448333, 34.1341667, 10.061]",21
0,2,Washington,1235596218500,1468449792970,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10762473,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10762473&format=geojson,,,,,reviewed,0,62,uw,10762473,",uw10762473,",",uw,",",origin,phase-data,",5,0.1856,0.23,259,md,earthquake,M 2.0 - Washington,22,Point,"[-123.4138333, 46.6098333, 28.589]",22
0,2.04,"13km WSW of Alberto Oviedo Mota, B.C., MX",1235532307870,1457482740162,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10378601,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10378601&format=geojson,,,,,reviewed,0,64,ci,10378601,",ci10378601,",",ci,",",nearby-cities,origin,phase-data,",10,0.609,0.13,283,ml,earthquake,"M 2.0 - 13km WSW of Alberto Oviedo Mota, B.C., MX",23,Point,"[-115.289, 32.1641667, 5.99]",23
0,2.31,Central California,1235530452320,1484869743490,,https://earthquake.usgs.gov/earthquakes/eventpage/nc40232259,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc40232259&format=geojson,,,,,reviewed,0,82,nc,40232259,",nc40232259,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",79,0.05315,0.08,45,md,earthquake,M 2.3 - Central California,24,Point,"[-121.4313333, 36.9348333, 6.463]",24
0,2.28,Utah,1235524024520,1535500740510,,https://earthquake.usgs.gov/earthquakes/eventpage/uu50378950,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu50378950&format=geojson,,,,,reviewed,0,80,uu,50378950,",uu50378950,",",uu,",",origin,phase-data,",11,0.03347,0.25,89,ml,earthquake,M 2.3 - Utah,25,Point,"[-112.8513333, 38.483, -1.99]",25
0,2.4,Washington,1235517048160,1468449790630,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10762348,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10762348&format=geojson,,,,,reviewed,0,89,uw,10762348,",uw10762348,",",uw,",",origin,phase-data,",8,0.1215,0.43,111,md,explosion,M 2.4 Explosion - Washington,26,Point,"[-120.4955, 46.6455, -0.659]",26
0,2.02,"12km NNE of Pine Mountain Club, CA",1235511254020,1457518499787,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10378545,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10378545&format=geojson,,,,,reviewed,0,63,ci,10378545,",ci10378545,",",ci,",",nearby-cities,origin,phase-data,",40,0.0306,0.31,49,ml,earthquake,"M 2.0 - 12km NNE of Pine Mountain Club, CA",27,Point,"[-119.0865, 34.9415, 13.254]",27
0,3.8,off the coast of Northern California,1235506409440,1484869669139,,https://earthquake.usgs.gov/earthquakes/eventpage/nc71193245,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc71193245&format=geojson,,,,,reviewed,0,222,nc,71193245,",nc71193245,",",nc,",",nearby-cities,origin,phase-data,",44,2.086,0.32,308,ml,earthquake,M 3.8 - off the coast of Northern California,28,Point,"[-127.075, 40.4881667, 8.782]",28
0,2.51,"San Francisco Bay area, California",1235483624380,1484869596330,,https://earthquake.usgs.gov/earthquakes/eventpage/nc51217322,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc51217322&format=geojson,9,3.6,,,reviewed,0,100,nc,51217322,",nc51217322,usp000guc3,",",nc,us,",",dyfi,focal-mechanism,impact-text,nearby-cities,origin,phase-data,",65,0.03604,0.15,34,md,earthquake,"M 2.5 - San Francisco Bay area, California",29,Point,"[-121.8151667, 37.652, 14.563]",29
0,4,"Baja California, Mexico",1235459857280,1415324306657,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gubf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000gubf&format=geojson,,,,,reviewed,0,246,us,p000gubf,",usp000gubf,",",us,",",impact-text,origin,phase-data,",21,,1.34,197.7,mb,earthquake,"M 4.0 - Baja California, Mexico",30,Point,"[-114.222, 30.012, 10]",30
0,4.6,"Baja California, Mexico",1235459430600,1427158718295,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gube,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000gube&format=geojson,3,2,,,reviewed,0,326,us,p000gube,",usp000gube,us2009dlam,",",us,us,",",associate,dyfi,impact-text,origin,phase-data,",113,,,110.4,mb,earthquake,"M 4.6 - Baja California, Mexico",31,Point,"[-114.348, 30.104, 4]",31
0,3.18,"52km SSW of Progreso, B.C., MX",1235455647950,1457466370467,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10378473,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10378473&format=geojson,,,,,reviewed,0,156,ci,10378473,",usp000gub9,ci10378473,",",us,ci,",",impact-text,nearby-cities,origin,phase-data,",21,0.5159,0.24,260,ml,earthquake,"M 3.2 - 52km SSW of Progreso, B.C., MX",32,Point,"[-115.7511667, 32.1323333, 5.787]",32
0,2.04,Northern California,1235453708980,1484869464990,,https://earthquake.usgs.gov/earthquakes/eventpage/nc51217301,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc51217301&format=geojson,,,,,reviewed,0,64,nc,51217301,",nc51217301,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",45,0.01351,0.06,44,md,earthquake,M 2.0 - Northern California,33,Point,"[-122.7711667, 38.791, 3.524]",33
0,2.48,Northern California,1235437165330,1484869415350,,https://earthquake.usgs.gov/earthquakes/eventpage/nc51217293,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc51217293&format=geojson,,,,,reviewed,0,95,nc,51217293,",nc51217293,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",65,0.01712,0.07,37,md,earthquake,M 2.5 - Northern California,34,Point,"[-122.742, 38.7695, 1.776]",34
