,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.15,"11km ESE of Lone Pine, California",809901213010,1455255755280,,https://earthquake.usgs.gov/earthquakes/eventpage/ci2216342,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci2216342&format=geojson,,,,,reviewed,0,71,ci,2216342,",ci2216342,",",ci,",",nearby-cities,origin,phase-data,",0,,0.237,230.1,mc,earthquake,"M 2.2 - 11km ESE of Lone Pine, California",0,Point,"[-117.952, 36.555, 4.64]",0
0,2.52,"9km ENE of Barstow, California",809887623840,1455291903263,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3228770,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3228770&format=geojson,,,,,reviewed,0,98,ci,3228770,",usp00072qt,ci3228770,",",us,ci,",",impact-text,nearby-cities,origin,phase-data,",0,,0.26,81.4,ml,earthquake,"M 2.5 - 9km ENE of Barstow, California",1,Point,"[-116.925, 34.924, -1.029]",1
0,2.61,offshore Central California,809887413030,1482518528093,,https://earthquake.usgs.gov/earthquakes/eventpage/nc68002840,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc68002840&format=geojson,,,,,reviewed,0,105,nc,68002840,",nc68002840,",",nc,",",nearby-cities,origin,phase-data,",11,0.6144,0.23,299,md,earthquake,M 2.6 - offshore Central California,2,Point,"[-121.2735, 34.6041667, 1.32]",2
0,2.61,Central California,809872021560,1482518489520,,https://earthquake.usgs.gov/earthquakes/eventpage/nc30082232,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc30082232&format=geojson,,,,,reviewed,0,105,nc,30082232,",nc30082232,ci3228725,",",nc,ci,",",focal-mechanism,nearby-cities,origin,phase-data,",27,0.01712,0.04,102,md,earthquake,M 2.6 - Central California,3,Point,"[-118.8226667, 37.574, 9.276]",3
0,2.12,"12km WNW of Johannesburg, California",809871129980,1455218929649,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3228723,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3228723&format=geojson,,,,,reviewed,0,69,ci,3228723,",ci3228723,",",ci,",",nearby-cities,origin,phase-data,",0,0.08697,0.165,28.2,mc,earthquake,"M 2.1 - 12km WNW of Johannesburg, California",4,Point,"[-117.757, 35.405, 7.481]",4
0,2.98,"30km N of Yucca Valley, California",809869378100,1455228807373,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3228719,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3228719&format=geojson,,,,,reviewed,0,137,ci,3228719,",usp00072qd,ci3228719,",",us,ci,",",impact-text,nearby-cities,origin,phase-data,",0,,0.162,61.2,ml,earthquake,"M 3.0 - 30km N of Yucca Valley, California",5,Point,"[-116.455, 34.38, 1.026]",5
0,2.27,"19km N of Ridgecrest, California",809859041640,1455328725022,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3228695,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3228695&format=geojson,,,,,reviewed,0,79,ci,3228695,",ci3228695,",",ci,",",nearby-cities,origin,phase-data,",0,0.04744,0.151,72.6,mc,earthquake,"M 2.3 - 19km N of Ridgecrest, California",6,Point,"[-117.644, 35.787, 4.704]",6
0,2.54,Northern California,809856308570,1482518447830,,https://earthquake.usgs.gov/earthquakes/eventpage/nc30082208,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc30082208&format=geojson,,,,,reviewed,0,99,nc,30082208,",nc30082208,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",96,0.03243,0.04,51,md,earthquake,M 2.5 - Northern California,7,Point,"[-121.6363333, 37.2471667, 3.707]",7
0,2.3,Central California,809855764770,1482518433350,,https://earthquake.usgs.gov/earthquakes/eventpage/nc30082206,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc30082206&format=geojson,,,,,reviewed,0,81,nc,30082206,",nc30082206,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",44,0.03063,0.05,29,md,earthquake,M 2.3 - Central California,8,Point,"[-121.2075, 36.602, 6.225]",8
0,2.33,"19km N of Ridgecrest, California",809855195820,1455346713759,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3228682,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3228682&format=geojson,,,,,reviewed,0,84,ci,3228682,",ci3228682,",",ci,",",nearby-cities,origin,phase-data,",0,0.04554,0.185,75.9,mc,earthquake,"M 2.3 - 19km N of Ridgecrest, California",9,Point,"[-117.64, 35.786, 2.704]",9
